id,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary,,
c460,0.4,0.48,2,137,3,0,1,0,sales,medium,,
c461,0.43,0.49,2,135,3,0,1,0,accounting,medium,,
c462,0.43,0.5,2,137,3,0,1,0,support,medium,,
c463,0.8,0.53,3,255,5,0,1,0,technical,high,,
c464,0.8,0.85,4,273,5,0,1,0,management,low,,
c465,0.82,0.98,5,234,5,0,1,0,marketing,medium,,
c466,0.37,0.54,2,152,3,0,1,0,marketing,medium,,
c467,0.37,0.48,2,134,3,0,1,0,marketing,medium,,
c468,0.09,0.95,6,292,4,0,1,0,sales,medium,,
c469,0.9,0.92,5,245,5,0,1,0,sales,low,,
c470,0.41,0.52,2,159,3,0,1,0,sales,low,,
c471,0.1,0.85,6,260,4,0,1,0,sales,low,,
c472,0.44,0.53,2,149,3,0,1,0,sales,low,,
c473,0.89,0.85,5,266,5,0,1,0,sales,low,,
c474,0.42,0.56,2,149,3,0,1,0,sales,low,,
c475,0.87,1,5,242,5,0,1,0,sales,low,,
c476,0.45,0.57,2,134,3,0,1,0,sales,low,,
c477,0.11,0.87,5,271,4,0,1,0,sales,low,,
c478,0.09,0.79,6,275,4,0,1,0,sales,low,,
c479,0.76,0.83,5,227,5,0,1,0,sales,low,,
c480,0.11,0.96,7,277,5,0,1,0,sales,low,,
c481,0.37,0.49,2,151,3,0,1,0,sales,low,,
c482,0.1,0.79,6,274,4,0,1,0,sales,low,,
c483,0.77,0.87,4,242,6,0,1,0,sales,low,,
c484,0.42,0.54,2,143,3,1,1,0,sales,low,,
c485,0.38,0.52,2,145,3,0,1,0,sales,low,,
c486,0.32,0.95,5,172,2,0,1,0,sales,low,,
c487,0.38,0.49,2,135,3,0,1,0,accounting,low,,
c488,0.19,1,4,192,4,0,1,0,accounting,low,,
c489,0.1,0.83,7,276,4,0,1,0,accounting,low,,
c490,0.76,0.88,4,206,4,0,1,0,hr,medium,,
c491,0.53,0.56,4,281,6,0,1,0,hr,medium,,
c492,0.39,0.51,2,151,3,0,1,0,hr,medium,,
c493,0.11,0.83,6,244,4,0,1,0,hr,medium,,
c494,0.1,0.94,6,309,4,0,1,0,technical,medium,,
c495,0.84,1,5,218,5,0,1,0,technical,medium,,
c496,0.82,0.99,4,263,6,0,1,0,technical,medium,,
c497,0.1,0.82,6,244,4,0,1,0,technical,medium,,
c498,0.59,0.49,7,263,4,0,1,0,technical,medium,,
c499,0.44,0.48,2,143,3,0,1,0,technical,medium,,
c500,0.89,0.95,2,181,5,0,1,0,technical,medium,,
c501,0.91,0.84,5,265,5,0,1,0,technical,medium,,
c502,0.66,0.57,5,161,5,0,1,0,technical,high,,
c503,0.11,0.87,7,282,5,0,1,0,technical,low,,
c504,0.43,0.51,2,155,3,0,1,0,technical,medium,,
c505,0.78,0.83,4,217,6,0,1,0,support,medium,,
c506,0.11,0.97,6,289,5,0,1,0,support,medium,,
c507,0.83,0.98,4,259,5,0,1,0,support,medium,,
c508,0.39,0.54,2,158,3,0,1,0,support,low,,
c509,0.38,0.55,2,158,3,0,1,0,support,low,,
c510,0.37,0.57,2,155,3,0,1,0,support,low,,
c511,0.44,0.48,2,146,3,0,1,0,support,low,,
c512,0.53,0.85,2,164,5,0,1,0,support,low,,
c513,0.09,0.96,6,259,4,0,1,0,support,low,,
c514,0.11,0.89,6,293,4,0,1,0,support,low,,
c515,0.83,0.96,5,275,5,0,1,0,support,low,,
c516,0.88,1,5,219,6,1,1,0,technical,low,,
c517,0.1,0.89,6,247,4,0,1,0,technical,low,,
c518,0.09,0.86,7,309,4,0,1,0,technical,low,,
c519,0.44,0.54,2,151,3,0,1,0,management,low,,
c520,0.39,0.51,2,129,3,0,1,0,IT,low,,
c521,0.87,0.94,4,274,5,0,1,0,IT,low,,
c522,0.74,0.99,4,233,5,0,1,0,IT,low,,
c523,0.1,0.95,7,289,4,0,1,0,IT,low,,
c524,0.74,0.82,4,239,6,0,1,0,IT,low,,
c525,0.75,0.99,5,221,5,0,1,0,product_management,low,,
c526,0.41,0.56,2,150,3,0,1,0,product_management,low,,
c527,0.41,0.45,2,144,3,1,1,0,product_management,low,,
c528,0.09,0.9,7,289,4,0,1,0,product_management,low,,
c529,0.09,0.8,6,301,5,0,1,0,IT,medium,,
c530,0.39,0.57,2,145,3,0,1,0,accounting,medium,,
c531,0.4,0.56,2,137,3,0,1,0,accounting,medium,,
c532,0.37,0.54,2,131,3,1,1,0,hr,medium,,
c533,0.1,0.84,6,246,4,0,1,0,hr,medium,,
c534,0.43,0.51,2,136,3,0,1,0,hr,medium,,
c535,0.75,0.85,5,240,6,1,1,0,marketing,medium,,
c536,0.37,0.56,2,156,3,0,1,0,sales,medium,,
c537,0.11,0.85,6,305,4,0,1,0,accounting,medium,,
c538,0.45,0.45,2,154,3,1,1,0,support,medium,,
c539,0.87,1,5,261,5,1,1,0,technical,medium,,
c540,0.11,0.94,7,244,4,0,1,0,management,medium,,
c541,0.45,0.54,2,129,3,0,1,0,marketing,high,,
c542,0.81,0.87,4,254,5,0,1,0,marketing,low,,
c543,0.77,0.91,5,236,5,0,1,0,marketing,medium,,
c544,0.89,0.92,5,237,5,0,1,0,sales,medium,,
c545,0.43,0.49,2,135,3,0,1,0,sales,medium,,
c546,0.78,1,5,236,5,0,1,0,sales,medium,,
c547,0.37,0.47,2,149,3,0,1,0,sales,low,,
c548,0.37,0.5,2,141,3,0,1,0,sales,low,,
c549,0.85,0.82,4,270,5,0,1,0,sales,low,,
c550,0.41,0.47,2,138,3,0,1,0,sales,low,,
c551,0.11,0.96,6,298,4,0,1,0,sales,low,,
c552,0.75,0.99,5,254,5,0,1,0,sales,low,,
c553,0.82,0.85,5,248,5,0,1,0,sales,low,,
c554,0.79,1,5,257,6,0,1,0,sales,low,,
c555,0.43,0.53,2,150,3,0,1,0,sales,low,,
c556,0.1,0.9,7,281,4,0,1,0,sales,low,,
c557,0.46,0.48,2,141,3,1,1,0,sales,low,,
c558,0.43,0.57,2,157,3,0,1,0,sales,low,,
c559,0.43,0.55,2,136,3,0,1,0,sales,low,,
c560,0.11,0.8,7,296,4,0,1,0,sales,low,,
c561,0.09,0.86,6,279,4,0,1,0,sales,low,,
c562,0.37,0.53,2,131,3,0,1,0,sales,low,,
c563,0.4,0.57,2,160,3,0,1,0,accounting,low,,
c564,0.1,0.77,7,291,4,0,1,0,accounting,low,,
c565,0.41,0.53,2,157,3,0,1,0,accounting,low,,
c566,0.79,0.58,3,294,4,0,1,0,hr,low,,
c567,0.11,0.79,7,310,4,0,1,0,hr,low,,
c568,0.1,0.97,6,282,4,0,1,0,hr,medium,,
c569,0.44,0.51,2,134,3,0,1,0,hr,medium,,
c570,0.25,0.46,4,214,4,0,1,0,technical,medium,,
c571,0.44,0.52,2,137,3,0,1,0,technical,medium,,
c572,0.73,1,4,252,5,0,1,0,technical,medium,,
c573,0.75,0.97,5,243,6,0,1,0,technical,medium,,
c574,0.36,0.47,2,148,3,0,1,0,technical,medium,,
c575,0.37,0.49,2,151,3,0,1,0,technical,medium,,
c576,0.39,0.49,2,129,3,0,1,0,technical,medium,,
c577,0.48,0.78,2,198,2,0,1,0,technical,medium,,
c578,0.57,0.72,4,275,6,0,1,0,technical,medium,,
c579,0.9,0.96,5,243,5,0,1,0,technical,medium,,
c580,0.39,0.55,2,159,3,0,1,0,technical,high,,
c581,0.44,0.51,2,145,3,0,1,0,support,low,,
c582,0.81,0.88,5,242,5,0,1,0,support,medium,,
c583,0.74,0.87,5,242,5,0,1,0,support,medium,,
c584,0.44,0.56,2,145,3,0,1,0,support,medium,,
c585,0.41,0.56,2,154,3,0,1,1,support,medium,,
c586,0.4,0.51,2,139,3,0,1,0,support,low,,
c587,0.46,0.57,2,152,3,0,1,0,support,low,,
c588,0.8,0.83,2,211,3,0,1,0,support,low,,
c589,0.87,0.9,5,258,5,0,1,0,support,low,,
c590,0.39,0.54,2,155,3,0,1,0,support,low,,
c591,0.38,0.55,2,148,3,0,1,0,support,low,,
c592,0.66,0.67,2,255,3,0,1,0,technical,low,,
c593,0.1,0.8,6,264,4,0,1,0,technical,low,,
c594,0.37,0.54,2,132,3,0,1,0,technical,low,,
c595,0.1,0.77,6,255,4,0,1,0,management,low,,
c596,0.09,0.87,5,263,4,0,1,0,IT,low,,
c597,0.86,0.84,5,222,5,0,1,0,IT,low,,
c598,0.11,0.9,6,263,4,0,1,0,IT,low,,
c599,0.37,0.46,2,157,3,0,1,0,IT,low,,
c600,0.11,0.92,7,307,4,0,1,0,IT,low,,
c601,0.77,0.98,5,259,6,0,1,0,product_management,low,,
c602,0.84,0.94,5,222,6,0,1,0,product_management,low,,
c603,0.1,0.84,7,250,4,0,1,0,product_management,low,,
c604,0.83,0.9,5,245,5,0,1,0,product_management,low,,
c605,0.11,0.79,6,292,4,0,1,0,IT,low,,
c606,0.86,0.92,5,252,5,0,1,0,RandD,low,,
c607,0.38,0.56,2,161,3,0,1,0,RandD,medium,,
c608,0.11,0.88,5,250,4,0,1,0,RandD,medium,,
c609,0.45,0.49,2,134,3,0,1,0,RandD,medium,,
c610,0.1,0.85,7,279,4,0,1,0,RandD,medium,,
c611,0.09,0.95,7,256,4,0,1,0,marketing,medium,,
c612,0.39,0.53,2,127,3,0,1,0,sales,medium,,
c613,0.37,0.47,2,138,3,1,1,0,accounting,medium,,
c614,0.81,0.97,5,243,5,0,1,0,support,medium,,
c615,0.09,0.9,7,296,4,0,1,0,technical,medium,,
c616,0.1,0.88,7,267,4,0,1,0,management,medium,,
c617,0.39,0.49,2,144,3,0,1,0,marketing,medium,,
c618,0.83,0.95,4,251,5,0,1,0,marketing,medium,,
c619,0.45,0.57,2,148,3,0,1,0,marketing,high,,
c620,0.43,0.51,2,141,3,0,1,0,sales,low,,
c621,0.8,0.75,3,268,2,0,1,0,sales,medium,,
c622,0.1,0.86,6,247,4,0,1,0,sales,medium,,
c623,0.1,0.55,2,247,4,0,1,0,sales,medium,,
c624,0.36,0.52,2,146,3,0,1,0,sales,medium,,
c625,0.38,0.5,2,140,3,0,1,0,sales,low,,
c626,0.78,0.98,5,263,6,0,1,0,sales,low,,
c627,0.44,0.49,2,145,3,0,1,0,sales,low,,
c628,0.41,0.46,2,156,3,1,1,0,sales,low,,
c629,0.72,0.85,5,244,6,0,1,0,sales,low,,
c630,0.46,0.54,2,144,3,0,1,0,sales,low,,
c631,0.1,0.9,7,286,4,0,1,0,sales,low,,
c632,0.34,0.67,4,141,2,0,1,0,sales,low,,
c633,0.11,0.89,6,260,5,0,1,0,sales,low,,
c634,0.38,0.56,2,154,3,0,1,0,sales,low,,
c635,0.82,0.92,5,225,5,0,1,0,sales,low,,
c636,0.39,0.57,2,127,3,0,1,0,sales,low,,
c637,0.44,0.53,2,140,3,0,1,0,sales,low,,
c638,0.43,0.52,2,147,3,0,1,0,sales,low,,
c639,0.84,0.83,4,227,5,0,1,0,accounting,low,,
c640,0.43,0.48,2,153,3,0,1,0,accounting,low,,
c641,0.37,0.52,2,128,3,0,1,0,accounting,low,,
c642,0.74,0.97,4,228,5,0,1,0,hr,low,,
c643,0.73,0.97,5,235,5,0,1,0,hr,low,,
c644,0.37,0.47,2,148,3,0,1,0,hr,low,,
c645,0.58,0.62,4,238,3,0,1,0,hr,low,,
c646,0.4,0.54,2,141,3,0,1,0,technical,medium,,
c647,0.51,0.83,5,249,4,0,1,0,technical,medium,,
c648,0.46,0.5,2,151,3,0,1,0,technical,medium,,
c649,0.45,0.54,2,129,3,0,1,0,technical,medium,,
c650,0.46,0.5,2,156,3,0,1,0,technical,medium,,
c651,0.39,0.45,2,134,3,0,1,0,technical,medium,,
c652,0.09,0.88,6,269,4,0,1,0,technical,medium,,
c653,0.09,0.77,6,290,4,0,1,0,technical,medium,,
c654,0.37,0.51,2,132,3,0,1,0,technical,medium,,
c655,0.1,0.89,7,308,4,0,1,0,technical,medium,,
c656,0.77,1,4,232,5,0,1,0,technical,medium,,
c657,0.79,0.86,5,235,5,0,1,0,support,medium,,
c658,0.43,0.55,2,130,3,0,1,0,support,high,,
c659,0.38,0.53,2,146,3,0,1,0,support,low,,
c660,0.77,0.91,5,221,6,0,1,0,support,medium,,
c661,0.44,0.5,2,130,3,0,1,0,support,medium,,
c662,0.39,0.46,2,136,3,0,1,0,support,medium,,
c663,0.78,0.89,5,274,6,0,1,0,support,medium,,
c664,0.1,0.79,6,256,5,0,1,0,support,low,,
c665,0.1,0.77,5,276,4,0,1,0,support,low,,
c666,0.75,0.85,5,267,5,0,1,0,support,low,,
c667,0.46,0.62,6,213,3,0,1,0,support,low,,
c668,0.91,0.97,4,274,6,0,1,0,technical,low,,
c669,0.1,0.92,6,258,4,0,1,0,technical,low,,
c670,0.72,0.6,3,153,5,0,1,0,technical,low,,
c671,0.11,0.95,6,245,4,0,1,0,management,low,,
c672,0.11,0.94,6,264,4,0,1,0,IT,low,,
c673,0.46,0.57,2,154,3,0,1,0,IT,low,,
c674,0.37,0.46,2,149,3,0,1,0,IT,low,,
c675,0.46,0.5,2,157,3,0,1,0,IT,low,,
c676,0.43,0.57,2,127,3,0,1,0,IT,low,,
c677,0.11,0.82,6,270,4,0,1,0,product_management,low,,
c678,0.73,0.89,5,236,6,0,1,0,product_management,low,,
c679,0.43,0.47,2,158,3,0,1,0,product_management,low,,
c680,0.86,1,5,229,5,0,1,0,product_management,low,,
c681,0.1,0.83,6,269,4,0,1,0,IT,low,,
c682,0.4,0.49,2,128,3,0,1,0,sales,low,,
c683,0.11,0.87,7,278,4,0,1,0,sales,low,,
c684,0.86,0.98,3,158,5,0,1,0,sales,low,,
c685,0.42,1,3,202,3,0,1,0,sales,medium,,
c686,0.79,0.84,4,240,5,0,1,0,sales,medium,,
c687,0.1,0.96,7,255,4,0,1,0,marketing,medium,,
c688,0.09,0.92,7,254,4,0,1,0,sales,medium,,
c689,0.09,0.82,6,257,4,0,1,0,accounting,medium,,
c690,0.87,1,4,228,5,0,1,0,support,medium,,
c691,0.36,0.49,2,145,3,0,1,0,technical,medium,,
c692,0.42,0.75,3,218,4,0,1,0,management,medium,,
c693,0.84,0.86,5,268,5,0,1,0,marketing,medium,,
c694,0.1,0.83,6,278,4,0,1,0,marketing,medium,,
c695,0.78,0.71,3,249,5,0,1,0,marketing,medium,,
c696,0.35,0.99,3,236,4,0,1,0,sales,medium,,
c697,0.1,0.81,7,291,4,0,1,0,sales,high,,
c698,0.11,0.8,6,306,4,0,1,0,sales,low,,
c699,0.43,0.48,2,135,3,0,1,0,sales,medium,,
c700,0.38,0.45,2,156,3,0,1,0,sales,medium,,
c701,0.46,0.54,2,143,3,0,1,0,sales,medium,,
c702,0.89,0.82,4,243,5,0,1,0,sales,medium,,
c703,0.45,0.5,2,147,3,0,1,0,sales,low,,
c704,0.44,0.53,2,159,3,0,1,0,sales,low,,
c705,0.74,0.54,5,216,3,0,1,0,sales,low,,
c706,0.45,0.54,2,152,3,0,1,0,sales,low,,
c707,0.79,0.93,4,226,5,0,1,0,sales,low,,
c708,0.79,0.91,5,271,5,0,1,0,sales,low,,
c709,0.11,0.87,6,255,4,0,1,0,sales,low,,
c710,0.42,0.48,2,140,3,0,1,0,sales,low,,
c711,0.64,0.9,6,252,2,0,1,0,sales,low,,
c712,0.4,0.55,2,159,3,0,1,0,sales,low,,
c713,0.84,0.98,5,270,5,0,1,0,sales,low,,
c714,0.73,0.92,5,232,5,0,1,0,sales,low,,
c715,0.4,0.51,2,144,3,0,1,0,accounting,low,,
c716,0.36,0.45,2,127,3,0,1,0,accounting,low,,
c717,0.43,0.47,2,131,3,0,1,0,accounting,low,,
c718,0.11,0.78,6,243,4,0,1,0,hr,low,,
c719,0.91,1,5,244,6,0,1,0,hr,low,,
c720,0.8,1,5,260,5,0,1,0,hr,low,,
c721,0.42,0.49,2,139,3,0,1,0,hr,low,,
c722,0.31,0.87,4,184,3,0,1,0,technical,low,,
c723,0.44,0.47,2,130,3,0,1,0,technical,low,,
c724,0.38,0.54,2,135,3,0,1,0,technical,medium,,
c725,0.45,0.56,2,146,3,0,1,0,technical,medium,,
c726,0.43,0.46,2,149,3,0,1,0,technical,medium,,
c727,0.45,0.46,2,153,3,1,1,0,technical,medium,,
c728,0.43,0.57,2,160,3,0,1,0,technical,medium,,
c729,0.43,0.49,2,160,3,0,1,0,technical,medium,,
c730,0.09,0.83,6,282,4,0,1,0,technical,medium,,
c731,0.43,0.47,2,128,3,0,1,0,technical,medium,,
c732,0.79,0.94,4,232,5,0,1,0,technical,medium,,
c733,0.85,0.58,3,226,2,0,1,0,support,medium,,
c734,0.38,0.45,2,129,3,0,1,0,support,medium,,
c735,0.11,0.92,7,255,4,0,1,0,support,medium,,
c736,0.83,0.99,5,258,5,0,1,0,support,high,,
c737,0.81,0.91,4,229,5,0,1,0,support,low,,
c738,0.42,0.56,2,143,3,0,1,0,support,medium,,
c739,0.11,0.87,6,257,4,0,1,0,support,medium,,
c740,0.11,0.85,7,275,4,0,1,0,support,medium,,
c741,0.1,0.89,7,291,4,0,1,0,support,medium,,
c742,0.5,0.54,5,153,4,0,1,0,support,low,,
c743,0.44,0.49,2,154,3,0,1,0,support,low,,
c744,0.11,0.9,6,301,4,0,1,0,technical,low,,
c745,0.39,0.52,2,134,3,0,1,0,technical,low,,
c746,0.11,0.78,6,245,4,0,1,0,technical,low,,
c747,0.36,0.5,2,132,3,0,1,0,management,low,,
c748,0.43,0.51,2,130,3,0,1,0,IT,low,,
c749,0.4,0.5,2,127,3,0,1,0,IT,low,,
c750,0.86,0.84,4,246,6,0,1,0,IT,low,,
c751,0.38,0.49,2,145,3,0,1,0,IT,low,,
c752,0.46,0.45,2,138,3,0,1,1,IT,low,,
c753,0.37,0.57,2,129,3,0,1,0,product_management,low,,
c754,0.43,0.52,2,150,3,0,1,0,product_management,low,,
c755,0.66,0.93,5,253,5,0,1,0,product_management,low,,
c756,0.37,0.48,2,160,3,0,1,0,product_management,low,,
c757,0.77,0.92,5,235,5,0,1,0,IT,low,,
c758,0.38,0.55,2,151,3,0,1,0,sales,low,,
c759,0.39,0.54,2,127,3,0,1,0,sales,low,,
c760,0.41,0.55,2,151,3,0,1,0,sales,low,,
c761,0.1,0.9,7,290,4,0,1,0,sales,low,,
c762,0.09,0.93,6,249,4,0,1,0,sales,low,,
c763,0.41,0.47,2,131,3,0,1,0,marketing,medium,,
c764,0.39,0.46,2,159,3,0,1,0,sales,medium,,
c765,0.83,0.99,4,223,5,0,1,0,accounting,medium,,
c766,0.09,0.87,3,214,2,0,1,0,support,medium,,
c767,0.75,0.81,5,227,5,0,1,0,technical,medium,,
c768,0.44,0.54,2,127,3,0,1,0,management,medium,,
c769,0.1,0.84,6,293,5,0,1,0,marketing,medium,,
c770,0.42,0.46,2,141,3,0,1,0,marketing,medium,,
c771,0.1,0.83,6,300,4,0,1,0,marketing,medium,,
c772,0.1,0.86,6,309,4,0,1,0,sales,medium,,
c773,0.31,0.77,4,149,3,0,1,0,sales,medium,,
c774,0.42,0.54,2,159,3,0,1,0,sales,medium,,
c775,0.38,0.5,2,152,3,0,1,0,sales,high,,
c776,0.39,0.57,2,158,3,0,1,0,sales,low,,
c777,0.1,0.97,6,254,5,0,1,0,sales,medium,,
c778,0.11,0.93,6,294,4,0,1,0,sales,medium,,
c779,0.1,0.92,7,269,4,0,1,0,sales,medium,,
c780,0.11,0.9,7,247,4,0,1,0,sales,medium,,
c781,0.44,0.65,3,271,4,0,1,0,sales,low,,
c782,0.91,0.96,4,232,5,0,1,0,sales,low,,
c783,0.72,1,4,245,5,0,1,0,sales,low,,
c784,0.36,0.46,2,132,3,0,1,0,sales,low,,
c785,0.44,0.57,2,131,3,0,1,0,sales,low,,
c786,0.85,0.99,5,248,5,0,1,0,sales,low,,
c787,0.78,0.93,5,225,5,0,1,0,sales,low,,
c788,0.39,0.46,2,156,3,0,1,0,sales,low,,
c789,0.78,0.81,3,222,2,0,1,0,sales,low,,
c790,0.1,0.92,6,243,4,1,1,0,sales,low,,
c791,0.23,0.99,4,204,4,1,1,0,accounting,low,,
c792,0.11,0.87,6,301,4,0,1,0,accounting,low,,
c793,0.9,0.83,5,259,5,0,1,0,accounting,low,,
c794,0.91,0.89,4,247,5,0,1,0,hr,low,,
c795,0.11,0.79,7,295,4,0,1,0,hr,low,,
c796,0.43,0.54,2,150,3,0,1,0,hr,low,,
c797,0.45,0.49,2,151,3,0,1,0,hr,low,,
c798,0.11,0.91,5,291,4,0,1,0,technical,low,,
c799,0.11,0.93,6,253,4,1,1,0,technical,low,,
c800,0.43,0.5,2,161,3,0,1,0,technical,low,,
c801,0.91,0.97,4,251,6,0,1,0,technical,low,,
c802,0.43,0.55,2,153,3,0,1,0,technical,medium,,
c803,0.85,0.82,5,264,6,0,1,0,technical,medium,,
c804,0.1,0.77,6,310,4,0,1,0,technical,medium,,
c805,0.81,0.95,5,266,5,0,1,0,technical,medium,,
c806,0.36,0.62,4,237,2,0,1,0,technical,medium,,
c807,0.45,0.54,2,138,3,0,1,0,technical,medium,,
c808,0.86,1,5,227,5,0,1,0,technical,medium,,
c809,0.71,1,4,300,5,0,1,0,support,medium,,
c810,0.11,0.97,7,310,4,0,1,0,support,medium,,
c811,0.84,0.93,5,236,5,0,1,0,support,medium,,
c812,0.09,0.97,7,288,4,0,1,0,support,medium,,
c813,0.38,0.49,2,127,3,0,1,0,support,medium,,
c814,0.15,0.55,6,139,4,0,1,0,support,high,,
c815,0.1,0.92,7,253,4,1,1,0,support,low,,
c816,0.8,0.97,4,218,5,1,1,0,support,medium,,
c817,0.84,0.97,5,251,5,0,1,0,support,medium,,
c818,0.11,0.87,6,264,4,0,1,0,support,medium,,
c819,0.89,0.79,3,149,2,0,1,0,support,medium,,
c820,0.45,0.51,2,138,3,0,1,0,technical,low,,
c821,0.11,0.93,7,284,4,0,1,0,technical,low,,
c822,0.74,0.93,5,244,5,0,1,0,technical,low,,
c823,0.41,0.5,2,128,3,0,1,0,management,low,,
c824,0.44,0.53,2,154,3,0,1,0,IT,low,,
c825,0.37,0.56,2,138,3,0,1,0,IT,low,,
c826,0.11,0.86,6,308,4,0,1,0,IT,low,,
c827,0.1,0.93,6,269,4,0,1,0,IT,low,,
c828,0.7,0.74,6,136,3,0,1,0,IT,low,,
c829,0.59,1,2,160,5,0,1,0,product_management,low,,
c830,0.38,0.53,2,138,3,0,1,0,product_management,low,,
c831,0.72,0.95,4,220,5,0,1,0,product_management,low,,
c832,0.73,1,5,274,5,0,1,0,product_management,low,,
c833,0.39,0.48,2,161,3,0,1,0,IT,low,,
c834,0.89,0.82,5,224,6,0,1,0,RandD,low,,
c835,0.89,1,4,260,5,0,1,0,RandD,low,,
c836,0.11,0.78,6,300,4,1,1,0,RandD,low,,
c837,0.43,0.56,2,133,3,0,1,0,RandD,low,,
c838,0.09,0.93,6,308,4,0,1,0,RandD,low,,
c839,0.81,0.9,5,238,6,0,1,0,marketing,low,,
c840,0.37,0.53,2,126,3,0,1,0,sales,low,,
c841,0.36,0.56,2,138,3,0,1,0,accounting,medium,,
c842,0.11,0.85,6,299,4,0,1,0,support,medium,,
c843,0.1,0.85,6,254,4,0,1,0,technical,medium,,
c844,0.66,0.47,7,156,2,0,1,0,management,medium,,
c845,0.39,0.47,2,152,3,0,1,0,marketing,medium,,
c846,0.44,0.51,2,146,3,0,1,0,marketing,medium,,
c847,0.1,0.84,6,253,4,0,1,0,marketing,medium,,
c848,0.79,0.94,5,227,6,0,1,0,sales,medium,,
c849,0.1,0.81,6,301,4,1,1,0,sales,medium,,
c850,0.54,0.94,6,294,3,0,1,0,sales,medium,,
c851,0.37,0.47,2,151,3,0,1,0,sales,medium,,
c852,0.37,0.57,2,128,3,0,1,0,sales,medium,,
c853,0.82,0.89,5,217,5,0,1,0,sales,high,,
c854,0.45,0.52,2,160,3,0,1,0,sales,low,,
c855,0.79,0.9,5,263,5,0,1,0,sales,medium,,
c856,0.42,0.56,2,156,3,0,1,0,sales,medium,,
c857,0.1,0.85,6,273,4,0,1,0,sales,medium,,
c858,0.11,0.78,6,303,4,0,1,0,sales,medium,,
c859,0.74,1,4,253,5,0,1,0,sales,low,,
c860,0.1,0.93,6,270,4,0,1,0,sales,low,,
c861,0.79,1,4,218,5,0,1,0,sales,low,,
c862,0.43,0.48,2,144,3,0,1,0,sales,low,,
c863,0.41,0.47,2,154,3,0,1,0,sales,low,,
c864,0.39,0.55,2,146,3,0,1,0,sales,low,,
c865,0.1,0.94,6,260,4,0,1,0,sales,low,,
c866,0.82,0.85,5,218,5,0,1,0,sales,low,,
c867,0.41,0.46,2,128,3,0,1,0,accounting,low,,
c868,0.42,0.56,2,128,3,0,1,0,accounting,low,,
c869,0.74,0.88,4,248,6,0,1,0,accounting,low,,
c870,0.38,0.57,2,152,3,1,1,0,hr,low,,
c871,0.39,0.56,2,126,3,0,1,0,hr,low,,
c872,0.87,0.94,4,260,5,0,1,0,hr,low,,
c873,0.1,0.9,5,263,4,0,1,0,hr,low,,
c874,0.78,1,5,220,5,0,1,0,technical,low,,
c875,0.14,0.73,7,282,5,0,1,0,technical,low,,
c876,0.11,0.94,6,277,5,0,1,0,technical,low,,
c877,0.91,0.94,5,257,5,0,1,0,technical,low,,
c878,0.49,0.63,6,265,3,0,1,0,technical,low,,
c879,0.38,0.47,2,143,3,0,1,0,technical,low,,
c880,0.82,0.97,5,263,5,0,1,0,technical,medium,,
c881,0.38,0.88,3,154,4,0,1,0,technical,medium,,
c882,0.89,1,5,253,5,0,1,0,technical,medium,,
c883,0.11,0.79,6,294,4,0,1,0,technical,medium,,
c884,0.37,0.51,2,128,3,0,1,0,technical,medium,,
c885,0.38,0.5,2,153,3,0,1,0,support,medium,,
c886,0.78,0.87,5,256,5,0,1,0,support,medium,,
c887,0.41,0.51,2,127,3,0,1,0,support,medium,,
c888,0.41,0.51,2,137,3,0,1,0,support,medium,,
c889,0.11,0.83,6,295,4,0,1,0,support,medium,,
c890,0.11,0.79,6,281,4,0,1,0,support,medium,,
c891,0.43,0.57,2,131,3,1,1,0,support,medium,,
c892,0.75,0.86,5,237,5,0,1,0,support,high,,
c893,0.74,0.99,4,276,5,0,1,0,support,low,,
c894,0.85,0.85,5,267,5,0,1,0,support,medium,,
c895,0.73,0.92,5,266,5,0,1,0,support,medium,,
c896,0.1,0.79,6,294,4,0,1,0,technical,medium,,
c897,0.44,0.56,2,134,3,0,1,0,technical,medium,,
c898,0.3,0.56,3,309,4,1,1,0,technical,low,,
c899,0.11,0.77,7,273,4,0,1,0,management,low,,
c900,0.84,0.83,5,238,5,0,1,0,IT,low,,
c901,0.78,0.94,5,271,6,0,1,0,IT,low,,
c902,0.43,0.53,2,145,3,0,1,0,IT,low,,
c903,0.36,0.55,2,152,3,0,1,0,IT,low,,
c904,0.43,0.47,2,128,3,0,1,0,IT,low,,
c905,0.45,0.46,2,142,3,0,1,0,product_management,low,,
c906,0.76,0.93,5,238,5,0,1,0,product_management,low,,
c907,0.1,0.78,7,286,4,0,1,0,product_management,low,,
c908,0.09,0.86,6,291,4,0,1,0,product_management,low,,
c909,0.92,1,5,259,5,0,1,0,IT,low,,
c910,0.92,0.9,5,248,5,0,1,0,sales,low,,
c911,0.79,0.98,4,271,5,0,1,0,sales,low,,
c912,0.43,0.51,2,140,3,0,1,0,sales,low,,
c913,0.8,0.95,4,274,5,0,1,0,sales,low,,
c914,0.44,0.49,2,127,3,1,1,0,sales,low,,
c915,0.89,0.87,5,275,6,0,1,0,marketing,low,,
c916,0.48,0.88,3,239,3,0,1,0,sales,low,,
c917,0.11,0.82,6,304,4,1,1,0,accounting,low,,
c918,0.38,0.55,2,145,3,0,1,0,support,low,,
c919,0.11,0.85,6,259,4,0,1,0,technical,medium,,
